,seed,d,lr,n_estimators,tree_size,rmse,mae
105,930.0,6.0,0.5,30.0,2.0,4.54050392654536,3.623764360071427
106,930.0,6.0,0.5,30.0,3.0,3.759790246774747,3.136538143070579
107,930.0,6.0,0.5,30.0,4.0,3.4272683216114572,2.794968860782994
108,930.0,6.0,0.5,50.0,1.0,3.8899160807956874,3.0884210191003003
109,930.0,6.0,0.5,50.0,2.0,4.465714273379353,3.587055764023556
110,930.0,6.0,0.5,50.0,3.0,3.6069533573295987,2.9409255994311523
111,930.0,6.0,0.5,50.0,4.0,3.8695574780529,3.1322405835158587
112,930.0,6.0,0.5,100.0,1.0,3.8899160807956874,3.0884210191003003
113,930.0,6.0,0.5,100.0,2.0,4.217510273124292,3.4019148110274346
114,930.0,6.0,0.5,100.0,3.0,3.5813589587322356,2.8936391190105515
115,930.0,6.0,0.5,100.0,4.0,3.693382119135723,2.9856132531936135
116,930.0,6.0,0.5,150.0,1.0,5.841354067133191,4.819093524364797
117,930.0,6.0,0.5,150.0,2.0,4.444678981173362,3.546570381121689
118,930.0,6.0,0.5,150.0,3.0,3.6815379296155455,3.0291143621764105
119,930.0,6.0,0.5,150.0,4.0,3.775005398378152,3.083779070694067
120,930.0,6.0,1.0,10.0,1.0,3.8899160807956874,3.0884210191003003
121,930.0,6.0,1.0,10.0,2.0,3.829084314546563,3.029502106315005
122,930.0,6.0,1.0,10.0,3.0,3.298274200352341,2.6623398751899074
123,930.0,6.0,1.0,10.0,4.0,3.2202223850552723,2.5833743089522785
124,930.0,6.0,1.0,20.0,1.0,3.8899160807956874,3.0884210191003003
125,930.0,6.0,1.0,20.0,2.0,4.688746138869061,3.7682580235524306
126,930.0,6.0,1.0,20.0,3.0,3.8552158318101233,3.188732905064412
127,930.0,6.0,1.0,20.0,4.0,3.851488287821065,3.1166104999141133
128,930.0,6.0,1.0,30.0,1.0,3.8899160807956874,3.0884210191003003
129,930.0,6.0,1.0,30.0,2.0,4.719855479597944,3.804803110554771
130,930.0,6.0,1.0,30.0,3.0,3.424864742738996,2.719388403571267
131,930.0,6.0,1.0,30.0,4.0,3.858949487300148,3.1231165440820017
132,930.0,6.0,1.0,50.0,1.0,3.8899160807956874,3.0884210191003003
133,930.0,6.0,1.0,50.0,2.0,3.85542145610231,3.111222212043959
134,930.0,6.0,1.0,50.0,3.0,3.520241211190214,2.835434811281141
135,930.0,6.0,1.0,50.0,4.0,3.3548535034562064,2.6991325827978923
136,930.0,6.0,1.0,100.0,1.0,5.841354067133191,4.819093524364797
137,930.0,6.0,1.0,100.0,2.0,4.444678981173362,3.546570381121689
138,930.0,6.0,1.0,100.0,3.0,3.72731242449836,3.066777724172833
139,930.0,6.0,1.0,100.0,4.0,3.6806059775031943,3.005235292173854
140,930.0,6.0,1.0,150.0,1.0,5.841354067133191,4.819093524364797
141,930.0,6.0,1.0,150.0,2.0,4.100603408800942,3.3593811007117647
142,930.0,6.0,1.0,150.0,3.0,3.7195345426739173,3.075944109203291
143,930.0,6.0,1.0,150.0,4.0,3.997522104394929,3.2387661014178075
144,930.0,9.0,0.1,10.0,1.0,3.512891398085315,2.8302215760616267
145,930.0,9.0,0.1,10.0,2.0,3.0236428288554675,2.455002934265146
146,930.0,9.0,0.1,10.0,3.0,2.7279868946594377,2.0666996225187613
147,930.0,9.0,0.1,10.0,4.0,2.6686003704424026,1.9937533530912428
148,930.0,9.0,0.1,20.0,1.0,3.4307057644220755,2.7294721933826365
149,930.0,9.0,0.1,20.0,2.0,2.9339937708498467,2.372940589298655
150,930.0,9.0,0.1,20.0,3.0,2.834300579271411,2.2008854342808957
151,930.0,9.0,0.1,20.0,4.0,2.8474485847827506,2.116737982734584
152,930.0,9.0,0.1,30.0,1.0,3.3459590658838714,2.6467462862211453
153,930.0,9.0,0.1,30.0,2.0,2.9330350928020006,2.3604135163821103
154,930.0,9.0,0.1,30.0,3.0,2.88110410779372,2.2406058997810634
155,930.0,9.0,0.1,30.0,4.0,2.921463893875597,2.234203852829105
156,930.0,9.0,0.1,50.0,1.0,4.005733719938995,3.190347641661434
157,930.0,9.0,0.1,50.0,2.0,2.9893766816648335,2.369736741486135
158,930.0,9.0,0.1,50.0,3.0,2.9734312287161564,2.3255291666922315
159,930.0,9.0,0.1,50.0,4.0,2.7591049027509413,2.139224034759291
160,930.0,9.0,0.1,100.0,1.0,4.005733719938995,3.190347641661434
161,930.0,9.0,0.1,100.0,2.0,4.254203350241345,3.390575846328816
162,930.0,9.0,0.1,100.0,3.0,2.6882828766459435,2.0804692791922337
163,930.0,9.0,0.1,100.0,4.0,2.753621836671031,2.163477539856067
164,930.0,9.0,0.1,150.0,1.0,4.005733719938995,3.190347641661434
165,930.0,9.0,0.1,150.0,2.0,3.951599755583774,3.2399858240718267
166,930.0,9.0,0.1,150.0,3.0,3.17139580226352,2.484296800883045
167,930.0,9.0,0.1,150.0,4.0,2.6597401693980833,2.058847052887926
168,930.0,9.0,0.5,10.0,1.0,4.005733719938995,3.190347641661434
169,930.0,9.0,0.5,10.0,2.0,3.705995918901795,2.96688150764518
170,930.0,9.0,0.5,10.0,3.0,2.9814007168852106,2.3335070918764806
171,930.0,9.0,0.5,10.0,4.0,2.7034393654743383,2.0602235667388324
172,930.0,9.0,0.5,20.0,1.0,4.005733719938995,3.190347641661434
173,930.0,9.0,0.5,20.0,2.0,3.5553031783530864,2.824680061721907
174,930.0,9.0,0.5,20.0,3.0,3.066569657014875,2.3632188435353148
175,930.0,9.0,0.5,20.0,4.0,2.676278752840164,2.085680504065554
176,930.0,9.0,0.5,30.0,1.0,4.005733719938995,3.190347641661434
177,930.0,9.0,0.5,30.0,2.0,4.038088117776291,3.2338451959990278
178,930.0,9.0,0.5,30.0,3.0,2.967590048510557,2.3394198465266474
179,930.0,9.0,0.5,30.0,4.0,2.7101658704383293,2.0648892907672733
180,930.0,9.0,0.5,50.0,1.0,4.005733719938995,3.190347641661434
181,930.0,9.0,0.5,50.0,2.0,5.16309558381952,4.174060299167781
182,930.0,9.0,0.5,50.0,3.0,3.0334442745425254,2.404844328070031
183,930.0,9.0,0.5,50.0,4.0,2.9007460949365287,2.197099024050148
184,930.0,9.0,0.5,100.0,1.0,6.522783130322782,5.479811502143646
185,930.0,9.0,0.5,100.0,2.0,4.990438278920392,4.014231946619139
186,930.0,9.0,0.5,100.0,3.0,3.0964733496576047,2.47483284736131
187,930.0,9.0,0.5,100.0,4.0,2.596346950595183,2.0654710592593553
188,930.0,9.0,0.5,150.0,1.0,6.522783130322782,5.479811502143646
189,930.0,9.0,0.5,150.0,2.0,4.990438278920392,4.014231946619139
190,930.0,9.0,0.5,150.0,3.0,3.2014138627306012,2.53631311626137
191,930.0,9.0,0.5,150.0,4.0,3.7942641312933936,2.9596215166689173
192,930.0,9.0,1.0,10.0,1.0,4.005733719938995,3.190347641661434
193,930.0,9.0,1.0,10.0,2.0,4.924300755380146,3.9008622622710125
194,930.0,9.0,1.0,10.0,3.0,3.1850111801032717,2.524294946107401
195,930.0,9.0,1.0,10.0,4.0,2.769779648869086,2.162351648052818
196,930.0,9.0,1.0,20.0,1.0,4.005733719938995,3.190347641661434
197,930.0,9.0,1.0,20.0,2.0,5.16309558381952,4.174060299167781
198,930.0,9.0,1.0,20.0,3.0,3.1594363487230144,2.4848646522144917
199,930.0,9.0,1.0,20.0,4.0,2.743250950389909,2.181956629539407
200,930.0,9.0,1.0,30.0,1.0,4.005733719938995,3.190347641661434
201,930.0,9.0,1.0,30.0,2.0,4.408272388281705,3.532758227157804
202,930.0,9.0,1.0,30.0,3.0,3.893449537282966,3.030669655143814
203,930.0,9.0,1.0,30.0,4.0,2.7376280227889893,2.1637070366128777
204,930.0,9.0,1.0,50.0,1.0,6.522783130322782,5.479811502143646
205,930.0,9.0,1.0,50.0,2.0,4.990438278920392,4.014231946619139
206,930.0,9.0,1.0,50.0,3.0,3.351391898769848,2.726016164915455
207,930.0,9.0,1.0,50.0,4.0,4.041874736818253,3.3215546889714442
208,930.0,9.0,1.0,100.0,1.0,6.522783130322782,5.479811502143646
209,930.0,9.0,1.0,100.0,2.0,4.990438278920392,4.014231946619139
210,930.0,9.0,1.0,100.0,3.0,4.021461968543503,3.2218568418941085
211,930.0,9.0,1.0,100.0,4.0,4.047730601159015,3.3561042394609397
212,930.0,9.0,1.0,150.0,1.0,6.522783130322782,5.479811502143646
213,930.0,9.0,1.0,150.0,2.0,4.742725539289468,3.81661365535227
214,930.0,9.0,1.0,150.0,3.0,3.215868945467943,2.6017161382490994
215,930.0,9.0,1.0,150.0,4.0,2.955892994508571,2.360941726252121
216,930.0,12.0,0.1,10.0,1.0,3.5855784813799163,2.8801170928554667
217,930.0,12.0,0.1,10.0,2.0,3.954175827081777,3.2225815081174973
218,930.0,12.0,0.1,10.0,3.0,3.3345634137544544,2.5328355457391782
219,930.0,12.0,0.1,10.0,4.0,3.1115102733076916,2.170174453922582
220,930.0,12.0,0.1,20.0,1.0,3.5719714833765286,2.8683931600663475
221,930.0,12.0,0.1,20.0,2.0,2.904408956119742,2.3534652008718164
222,930.0,12.0,0.1,20.0,3.0,2.8477675141956067,2.1122584336527717
223,930.0,12.0,0.1,20.0,4.0,2.5668939765799923,1.856141861444217
224,930.0,12.0,0.1,30.0,1.0,3.397483761911738,2.697521210065219
225,930.0,12.0,0.1,30.0,2.0,2.987086006197777,2.410485460479878
226,930.0,12.0,0.1,30.0,3.0,2.8477675141956067,2.1122584336527717
227,930.0,12.0,0.1,30.0,4.0,1.9747080809746265,1.530366209704798
228,930.0,12.0,0.1,50.0,1.0,3.80316659655807,3.018304854374648
229,930.0,12.0,0.1,50.0,2.0,3.0028719857355592,2.405592729350028
230,930.0,12.0,0.1,50.0,3.0,3.484712491157849,2.6831932647558383
231,930.0,12.0,0.1,50.0,4.0,1.9178955287788566,1.5128610219266523
232,930.0,12.0,0.1,100.0,1.0,3.80316659655807,3.018304854374648
233,930.0,12.0,0.1,100.0,2.0,4.24734915262347,3.3799682213221462
234,930.0,12.0,0.1,100.0,3.0,3.0743305324199146,2.4369741113280274
235,930.0,12.0,0.1,100.0,4.0,3.88560602130838,3.0675219548138286
236,930.0,12.0,0.1,150.0,1.0,3.80316659655807,3.018304854374648
237,930.0,12.0,0.1,150.0,2.0,4.2999285751275345,3.432707268437856
238,930.0,12.0,0.1,150.0,3.0,2.9758071028478823,2.3526092718298273
239,930.0,12.0,0.1,150.0,4.0,4.939836052776681,4.082069178776317
240,930.0,12.0,0.5,10.0,1.0,3.80316659655807,3.018304854374648
241,930.0,12.0,0.5,10.0,2.0,3.210667383736276,2.5467047724818244
242,930.0,12.0,0.5,10.0,3.0,2.828529164881921,2.246646889332768
243,930.0,12.0,0.5,10.0,4.0,2.2075589613989384,1.717933304695759
244,930.0,12.0,0.5,20.0,1.0,3.80316659655807,3.018304854374648
245,930.0,12.0,0.5,20.0,2.0,4.449660756746711,3.5615582440004983
246,930.0,12.0,0.5,20.0,3.0,4.9304832368873575,3.9916637502927945
247,930.0,12.0,0.5,20.0,4.0,3.0146944270841782,2.342436349773802
248,930.0,12.0,0.5,30.0,1.0,3.80316659655807,3.018304854374648
249,930.0,12.0,0.5,30.0,2.0,4.300153776923328,3.432889148911947
250,930.0,12.0,0.5,30.0,3.0,2.9296041618679363,2.3153903272137635
251,930.0,12.0,0.5,30.0,4.0,4.94487026573318,4.087953391270213
252,930.0,12.0,0.5,50.0,1.0,3.80316659655807,3.018304854374648
253,930.0,12.0,0.5,50.0,2.0,5.007150384308692,4.025652278587788
254,930.0,12.0,0.5,50.0,3.0,2.8228126736940515,2.2697249340194974
255,930.0,12.0,0.5,50.0,4.0,2.855770730131857,2.1450495991277405
256,930.0,12.0,0.5,100.0,1.0,6.630106366115316,5.585950409962765
257,930.0,12.0,0.5,100.0,2.0,5.0709158670073275,4.084911173382262
258,930.0,12.0,0.5,100.0,3.0,4.512889865241573,3.5588704110788583
259,930.0,12.0,0.5,100.0,4.0,3.12760866814696,2.3210351570392795
260,930.0,12.0,0.5,150.0,1.0,6.630106366115316,5.585950409962765
261,930.0,12.0,0.5,150.0,2.0,5.0709158670073275,4.084911173382262
262,930.0,12.0,0.5,150.0,3.0,3.1527735959554732,2.550449863240951
263,930.0,12.0,0.5,150.0,4.0,3.783795979953668,3.0391280784319425
264,930.0,12.0,1.0,10.0,1.0,3.80316659655807,3.018304854374648
265,930.0,12.0,1.0,10.0,2.0,5.127092314233696,4.064642394926702
266,930.0,12.0,1.0,10.0,3.0,3.1247070881764123,2.5080458312328955
267,930.0,12.0,1.0,10.0,4.0,3.826957609979172,2.945777959016718
268,930.0,12.0,1.0,20.0,1.0,3.80316659655807,3.018304854374648
269,930.0,12.0,1.0,20.0,2.0,3.985737262686158,3.206727844715243
270,930.0,12.0,1.0,20.0,3.0,2.6576430830831286,2.0759114845129516
271,930.0,12.0,1.0,20.0,4.0,2.8602872593600046,2.1660477360980988
272,930.0,12.0,1.0,30.0,1.0,6.630106366115316,5.585950409962765
273,930.0,12.0,1.0,30.0,2.0,4.36644762816476,3.497175388280818
274,930.0,12.0,1.0,30.0,3.0,2.9063847350507968,2.335518266086113
275,930.0,12.0,1.0,30.0,4.0,2.836603139306381,2.144443123341495
276,930.0,12.0,1.0,50.0,1.0,6.630106366115316,5.585950409962765
277,930.0,12.0,1.0,50.0,2.0,5.0709158670073275,4.084911173382262
278,930.0,12.0,1.0,50.0,3.0,3.132202386738874,2.5285884364695623
279,930.0,12.0,1.0,50.0,4.0,4.946047744778659,4.091572837688194
280,930.0,12.0,1.0,100.0,1.0,6.630106366115316,5.585950409962765
281,930.0,12.0,1.0,100.0,2.0,3.5121367567413913,2.7802082637975034
282,930.0,12.0,1.0,100.0,3.0,3.0045506608695653,2.424559654021672
283,930.0,12.0,1.0,100.0,4.0,3.931780910252186,3.1979550068278417
284,930.0,12.0,1.0,150.0,1.0,6.924209057368466,5.881005325413595
285,930.0,12.0,1.0,150.0,2.0,3.7686291710308564,2.993838993651192
286,930.0,12.0,1.0,150.0,3.0,4.740392239172401,3.9504133831935095
287,930.0,12.0,1.0,150.0,4.0,4.690588162265202,3.7989094621635005
288,930.0,15.0,0.1,10.0,1.0,5.664326764026442,4.726847221376935
289,930.0,15.0,0.1,10.0,2.0,3.908236606667204,3.1566939644857563
290,930.0,15.0,0.1,10.0,3.0,3.4226469745447026,2.543970289067175
291,930.0,15.0,0.1,10.0,4.0,3.110838140989675,2.1931222582896073
292,930.0,15.0,0.1,20.0,1.0,5.664326764026442,4.726847221376935
293,930.0,15.0,0.1,20.0,2.0,3.908236606667204,3.1566939644857563
294,930.0,15.0,0.1,20.0,3.0,3.2368422685082767,2.388061130625218
295,930.0,15.0,0.1,20.0,4.0,2.9179003167896855,2.035490879379281
296,930.0,15.0,0.1,30.0,1.0,3.257426718013125,2.6017995508893836
297,930.0,15.0,0.1,30.0,2.0,2.8813882475336725,2.335804973916489
298,930.0,15.0,0.1,30.0,3.0,2.983213692625338,2.125628913374837
299,930.0,15.0,0.1,30.0,4.0,2.9054330556984884,2.0199003882053854
300,930.0,15.0,0.1,50.0,1.0,3.6219659515799827,2.8838293520355793
301,930.0,15.0,0.1,50.0,2.0,2.9047482014901274,2.3392644743542634
302,930.0,15.0,0.1,50.0,3.0,3.016261751011675,2.215405525627389
303,930.0,15.0,0.1,50.0,4.0,3.0186332503292017,2.1010472917092655
304,930.0,15.0,0.1,100.0,1.0,3.6219659515799827,2.8838293520355793
305,930.0,15.0,0.1,100.0,2.0,3.0314604036995143,2.4329403607861715
306,930.0,15.0,0.1,100.0,3.0,2.7558732187296786,2.1529702688716688
307,930.0,15.0,0.1,100.0,4.0,2.81008879718284,2.07888666554297
308,930.0,15.0,0.1,150.0,1.0,3.6219659515799827,2.8838293520355793
309,930.0,15.0,0.1,150.0,2.0,4.055382537408882,3.226567516026112
310,930.0,15.0,0.1,150.0,3.0,2.987963987219455,2.360423491578148
311,930.0,15.0,0.1,150.0,4.0,3.551880608963247,2.785953848156021
312,930.0,15.0,0.5,10.0,1.0,3.6219659515799827,2.8838293520355793
313,930.0,15.0,0.5,10.0,2.0,2.876100391654088,2.317737089576013
314,930.0,15.0,0.5,10.0,3.0,2.9847154074270956,2.2256451356751534
315,930.0,15.0,0.5,10.0,4.0,3.0846445762057755,2.149526328468551
316,930.0,15.0,0.5,20.0,1.0,3.6219659515799827,2.8838293520355793
317,930.0,15.0,0.5,20.0,2.0,3.246634429904387,2.587318616120223
318,930.0,15.0,0.5,20.0,3.0,2.478549399110711,1.961919637164477
319,930.0,15.0,0.5,20.0,4.0,2.87582908069795,2.1555171060041207
320,930.0,15.0,0.5,30.0,1.0,3.6219659515799827,2.8838293520355793
321,930.0,15.0,0.5,30.0,2.0,4.189575595382027,3.3126595142592006
322,930.0,15.0,0.5,30.0,3.0,2.4860740692618037,1.9601308702858278
323,930.0,15.0,0.5,30.0,4.0,5.284724003719822,4.347742051105714
324,930.0,15.0,0.5,50.0,1.0,3.6219659515799827,2.8838293520355793
325,930.0,15.0,0.5,50.0,2.0,4.442344434799983,3.5402261067536567
326,930.0,15.0,0.5,50.0,3.0,2.63814938770886,2.126767426266034
327,930.0,15.0,0.5,50.0,4.0,3.6087949374663064,2.6075788381852583
328,930.0,15.0,0.5,100.0,1.0,6.151122970538058,5.11692343250377
329,930.0,15.0,0.5,100.0,2.0,4.457873322576912,3.559112577379481
330,930.0,15.0,0.5,100.0,3.0,3.573388384968682,2.8475994589097717
331,930.0,15.0,0.5,100.0,4.0,2.844844584426599,2.214350263691444
332,930.0,15.0,0.5,150.0,1.0,6.572886680107125,5.530163409257654
333,930.0,15.0,0.5,150.0,2.0,3.622127087885884,2.8833622088722337
334,930.0,15.0,0.5,150.0,3.0,3.396180182701609,2.7308489699210567
335,930.0,15.0,0.5,150.0,4.0,3.065124355348248,2.436331232635753
336,930.0,15.0,1.0,10.0,1.0,3.6219659515799827,2.8838293520355793
337,930.0,15.0,1.0,10.0,2.0,3.0891187020968585,2.4565358853438912
338,930.0,15.0,1.0,10.0,3.0,2.6331716951162405,2.118979516151487
339,930.0,15.0,1.0,10.0,4.0,5.273120692079906,4.343194971413234
340,930.0,15.0,1.0,20.0,1.0,3.6219659515799827,2.8838293520355793
341,930.0,15.0,1.0,20.0,2.0,4.427335565532133,3.519114580204403
342,930.0,15.0,1.0,20.0,3.0,3.1042139008586567,2.438945606933378
343,930.0,15.0,1.0,20.0,4.0,2.435266903452924,1.885623732658462
344,930.0,15.0,1.0,30.0,1.0,3.6219659515799827,2.8838293520355793
345,930.0,15.0,1.0,30.0,2.0,4.442344434799983,3.5402261067536567
346,930.0,15.0,1.0,30.0,3.0,3.312827525734504,2.6485929835918824
347,930.0,15.0,1.0,30.0,4.0,3.305901081745366,2.45700802642225
348,930.0,15.0,1.0,50.0,1.0,6.572886680107125,5.530163409257654
349,930.0,15.0,1.0,50.0,2.0,4.457564966385443,3.558936862409846
350,930.0,15.0,1.0,50.0,3.0,3.682479331350596,2.984033210636784
351,930.0,15.0,1.0,50.0,4.0,3.292903122753246,2.486836127455647
352,930.0,15.0,1.0,100.0,1.0,6.572886680107125,5.530163409257654
353,930.0,15.0,1.0,100.0,2.0,3.6116440572473616,2.8743286665082914
354,930.0,15.0,1.0,100.0,3.0,2.7441396419425197,2.196946098474514
355,930.0,15.0,1.0,100.0,4.0,3.114602166536374,2.512085267325742
356,930.0,15.0,1.0,150.0,1.0,6.572886680107125,5.530163409257654
357,930.0,15.0,1.0,150.0,2.0,3.1704353049161633,2.5362966759506516
