,seed,target_instances,d,method,v,target_tree_size,val_rmse,val_mae,rmse,mae
28,1,100,1,xgboost,0.1,3,2.1508742776273246,1.733897297443894,2.1768625545393925,1.7450604431374306
29,1,100,1,xgboost_naive_transfer,0.1,3,0.9421941638542156,0.7472937192855964,0.9065918812172468,0.7252315759392203
30,1,100,1,xgboost,0.1,4,2.3795701401155673,1.905227393094437,2.3212263410285,1.8597336953680774
31,1,100,1,xgboost_naive_transfer,0.1,4,1.0340441341560713,0.8115067927984003,0.975243207767301,0.776859873426373
32,1,100,1,xgboost,0.15,1,1.9185757496491793,1.5325114959032116,2.0338001664254968,1.5958476516661033
33,1,100,1,xgboost_naive_transfer,0.15,1,1.0297971034422848,0.8149485714625094,1.0756127761863739,0.865308372564095
34,1,100,1,xgboost,0.15,2,1.9974364533270221,1.5873969772679652,2.037646835522125,1.6249438583570617
35,1,100,1,xgboost_naive_transfer,0.15,2,0.9329584310193397,0.724769581629573,0.8986317097413609,0.7158175145859279
36,1,100,1,xgboost,0.15,3,2.2266941432561063,1.784646573860417,2.261724202020209,1.8179253904031303
37,1,100,1,xgboost_naive_transfer,0.15,3,1.0229321375305658,0.8052650449767179,0.9557766862511715,0.7513724983721523
38,1,100,1,xgboost,0.15,4,2.391437069144718,1.9103707929842475,2.346089668098697,1.8751507146990334
39,1,100,1,xgboost_naive_transfer,0.15,4,1.1271236737554773,0.8907794793824373,1.027531252963312,0.8082766658777025
40,1,100,2,xgboost,0.01,1,1.9936595704735247,1.5896548989838666,2.089807118001639,1.6518055334258424
41,1,100,2,xgboost_naive_transfer,0.01,1,1.84635278481978,1.4564718386366178,1.9407102769849276,1.550456561914803
42,1,100,2,xgboost,0.01,2,2.0368875376192004,1.6290276567194817,2.053624143430989,1.6383576956772106
43,1,100,2,xgboost_naive_transfer,0.01,2,1.163125510038496,0.9144045706015833,1.1740461842730048,0.9169193690188981
44,1,100,2,xgboost,0.01,3,2.2233555465723334,1.7794160277616122,2.29215243779715,1.830687934469017
45,1,100,2,xgboost_naive_transfer,0.01,3,1.1020837906355057,0.8612323707285982,1.0854368681567859,0.8429992605629648
46,1,100,2,xgboost,0.01,4,2.438696034693717,1.9305717686998678,2.372556666562644,1.8949812684028
47,1,100,2,xgboost_naive_transfer,0.01,4,1.1166247279213293,0.883944904343831,1.1045042881088822,0.8525033733680973
48,1,100,2,xgboost,0.02,1,1.9493533218495427,1.5545124354185702,2.05078804636983,1.615607345080961
49,1,100,2,xgboost_naive_transfer,0.02,1,1.3164939602578563,1.0421083169713352,1.3724253569014988,1.0920663854320016
50,1,100,2,xgboost,0.02,2,2.0358238919420075,1.6280509686647904,2.048555626047101,1.6334103338721133
51,1,100,2,xgboost_naive_transfer,0.02,2,1.0512969723042762,0.8283176919717571,1.05491778741028,0.829579474180431
52,1,100,2,xgboost,0.02,3,2.1737702500159872,1.7428360955356104,2.238408285236944,1.7955936727792383
53,1,100,2,xgboost_naive_transfer,0.02,3,1.0970103229928154,0.8562233012207232,1.0713274653277503,0.8313898374427188
54,1,100,2,xgboost,0.02,4,2.359724050613225,1.8834351958457427,2.314747767663337,1.856662293921206
55,1,100,2,xgboost_naive_transfer,0.02,4,1.096139077156116,0.8677129192271641,1.0734564183264899,0.8274331924640124
56,1,100,2,xgboost,0.05,1,1.9122798231900016,1.5272558381665495,2.0206412905824274,1.5858437861672119
57,1,100,2,xgboost_naive_transfer,0.05,1,1.1802657785971773,0.9293357365141556,1.2187388012470746,0.9588613250422083
58,1,100,2,xgboost,0.05,2,2.026884138595622,1.6197576631160782,2.0565240260052478,1.6394571278683912
59,1,100,2,xgboost_naive_transfer,0.05,2,1.0606240283770076,0.8368004408805798,1.0584309004883194,0.8288209186656833
60,1,100,2,xgboost,0.05,3,2.189023129023514,1.7550286079702195,2.2365374604238895,1.7866748028064072
61,1,100,2,xgboost_naive_transfer,0.05,3,1.0895307725602221,0.8550558805245337,1.0649943169538159,0.8298002476766698
62,1,100,2,xgboost,0.05,4,2.368627994430958,1.8919029756253312,2.3327028161321026,1.8593786069770821
63,1,100,2,xgboost_naive_transfer,0.05,4,1.0924614986764019,0.8656377541813999,1.0765859304502499,0.8366091067743004
64,1,100,2,xgboost,0.1,1,1.9201231438867106,1.5293836875925595,2.0277993174936046,1.5982809783699363
65,1,100,2,xgboost_naive_transfer,0.1,1,1.178952208311356,0.9286711168760678,1.2183187809614484,0.9584764834228215
66,1,100,2,xgboost,0.1,2,2.028753990084244,1.6148934743168015,2.0555004059857533,1.6366485442546386
67,1,100,2,xgboost_naive_transfer,0.1,2,1.0942017092743102,0.8613730752413502,1.0942164180450693,0.865742565283337
68,1,100,2,xgboost,0.1,3,2.1508742776273246,1.733897297443894,2.1768625545393925,1.7450604431374306
69,1,100,2,xgboost_naive_transfer,0.1,3,1.1607203599199305,0.9043127264602238,1.1494306158189362,0.8963006885393259
70,1,100,2,xgboost,0.1,4,2.3795701401155673,1.905227393094437,2.3212263410285,1.8597336953680774
71,1,100,2,xgboost_naive_transfer,0.1,4,1.157527651987961,0.9115782278633153,1.1253970399312698,0.8829344050929913
72,1,100,2,xgboost,0.15,1,1.9185757496491793,1.5325114959032116,2.0338001664254968,1.5958476516661033
73,1,100,2,xgboost_naive_transfer,0.15,1,1.178691402836647,0.9314522974364695,1.2131282294202854,0.9545219777752583
74,1,100,2,xgboost,0.15,2,1.9974364533270221,1.5873969772679652,2.037646835522125,1.6249438583570617
75,1,100,2,xgboost_naive_transfer,0.15,2,1.0721046415204003,0.8541877013054651,1.054193255216159,0.8314958168835952
76,1,100,2,xgboost,0.15,3,2.2266941432561063,1.784646573860417,2.261724202020209,1.8179253904031303
77,1,100,2,xgboost_naive_transfer,0.15,3,1.09783999415812,0.8662399020555238,1.0856467288740335,0.843228188020912
78,1,100,2,xgboost,0.15,4,2.391437069144718,1.9103707929842475,2.346089668098697,1.8751507146990334
79,1,100,2,xgboost_naive_transfer,0.15,4,1.1909380520415738,0.9509685379313119,1.1412227834803845,0.8983021892522044
80,1,100,3,xgboost,0.01,1,1.9936595704735247,1.5896548989838666,2.089807118001639,1.6518055334258424
81,1,100,3,xgboost_naive_transfer,0.01,1,2.237953375320253,1.7701172847758297,2.3476300116796063,1.875957240827133
82,1,100,3,xgboost,0.01,2,2.0368875376192004,1.6290276567194817,2.053624143430989,1.6383576956772106
83,1,100,3,xgboost_naive_transfer,0.01,2,1.4161766939386766,1.1319958378363577,1.458528818483176,1.1678095367295704
84,1,100,3,xgboost,0.01,3,2.2233555465723334,1.7794160277616122,2.29215243779715,1.830687934469017
85,1,100,3,xgboost_naive_transfer,0.01,3,1.3539641702419636,1.0538855236862181,1.3616493006049217,1.0749968539529706
86,1,100,3,xgboost,0.01,4,2.438696034693717,1.9305717686998678,2.372556666562644,1.8949812684028
87,1,100,3,xgboost_naive_transfer,0.01,4,1.380427745107228,1.0801623160459146,1.4175591776753707,1.107340573097195
88,1,100,3,xgboost,0.02,1,1.9493533218495427,1.5545124354185702,2.05078804636983,1.615607345080961
89,1,100,3,xgboost_naive_transfer,0.02,1,1.6052060168137585,1.2626025760668649,1.6610702308119145,1.32781632943123
90,1,100,3,xgboost,0.02,2,2.0358238919420075,1.6280509686647904,2.048555626047101,1.6334103338721133
91,1,100,3,xgboost_naive_transfer,0.02,2,1.268516583124913,1.0095245407936801,1.2846178595967566,1.032038970827932
92,1,100,3,xgboost,0.02,3,2.1737702500159872,1.7428360955356104,2.238408285236944,1.7955936727792383
93,1,100,3,xgboost_naive_transfer,0.02,3,1.3768996806115905,1.0711653121201044,1.3944567507226362,1.1037062072779786
94,1,100,3,xgboost,0.02,4,2.359724050613225,1.8834351958457427,2.314747767663337,1.856662293921206
95,1,100,3,xgboost_naive_transfer,0.02,4,1.3445030327158807,1.0609233366595958,1.3565813804211466,1.0650248452351447
96,1,100,3,xgboost,0.05,1,1.9122798231900016,1.5272558381665495,2.0206412905824274,1.5858437861672119
97,1,100,3,xgboost_naive_transfer,0.05,1,1.3735440019252905,1.0885849399875034,1.4129660520648033,1.128674820224055
98,1,100,3,xgboost,0.05,2,2.026884138595622,1.6197576631160782,2.0565240260052478,1.6394571278683912
99,1,100,3,xgboost_naive_transfer,0.05,2,1.249099296980432,0.9995186097309378,1.2645387269560655,1.0167398021856746
100,1,100,3,xgboost,0.05,3,2.189023129023514,1.7550286079702195,2.2365374604238895,1.7866748028064072
101,1,100,3,xgboost_naive_transfer,0.05,3,1.3586170772613522,1.06368935648632,1.3643426704623545,1.088018425375657
102,1,100,3,xgboost,0.05,4,2.368627994430958,1.8919029756253312,2.3327028161321026,1.8593786069770821
103,1,100,3,xgboost_naive_transfer,0.05,4,1.3610167824567534,1.057792195697463,1.4068184466430653,1.0922428449487511
104,1,100,3,xgboost,0.1,1,1.9201231438867106,1.5293836875925595,2.0277993174936046,1.5982809783699363
105,1,100,3,xgboost_naive_transfer,0.1,1,1.3201823468962661,1.0473789191685428,1.3565850860417354,1.0835865743481923
106,1,100,3,xgboost,0.1,2,2.028753990084244,1.6148934743168015,2.0555004059857533,1.6366485442546386
107,1,100,3,xgboost_naive_transfer,0.1,2,1.244975863754044,0.9882289939171017,1.2289561222188314,0.991143398699355
108,1,100,3,xgboost,0.1,3,2.1508742776273246,1.733897297443894,2.1768625545393925,1.7450604431374306
109,1,100,3,xgboost_naive_transfer,0.1,3,1.3626776757343386,1.0582035200724604,1.3699179362646574,1.0730460341526287
110,1,100,3,xgboost,0.1,4,2.3795701401155673,1.905227393094437,2.3212263410285,1.8597336953680774
111,1,100,3,xgboost_naive_transfer,0.1,4,1.3831843197116112,1.0747992217246498,1.3840685817762057,1.0878552271657262
112,1,100,3,xgboost,0.15,1,1.9185757496491793,1.5325114959032116,2.0338001664254968,1.5958476516661033
113,1,100,3,xgboost_naive_transfer,0.15,1,1.3539808705759253,1.0760472263812269,1.382683203641105,1.1065669446872914
114,1,100,3,xgboost,0.15,2,1.9974364533270221,1.5873969772679652,2.037646835522125,1.6249438583570617
115,1,100,3,xgboost_naive_transfer,0.15,2,1.309690896654652,1.0517856412207953,1.3191307549102587,1.0575318226182375
116,1,100,3,xgboost,0.15,3,2.2266941432561063,1.784646573860417,2.261724202020209,1.8179253904031303
117,1,100,3,xgboost_naive_transfer,0.15,3,1.4028048377973248,1.1071628922850176,1.3391398296709616,1.0469554648146147
118,1,100,3,xgboost,0.15,4,2.391437069144718,1.9103707929842475,2.346089668098697,1.8751507146990334
119,1,100,3,xgboost_naive_transfer,0.15,4,1.425935431723129,1.1179471530372957,1.4577910602504336,1.1475294949092867
120,1,100,4,xgboost,0.01,1,1.9936595704735247,1.5896548989838666,2.089807118001639,1.6518055334258424
121,1,100,4,xgboost_naive_transfer,0.01,1,4.007208528885918,3.237866474418299,4.263013300428827,3.480108565276924
122,1,100,4,xgboost,0.01,2,2.0368875376192004,1.6290276567194817,2.053624143430989,1.6383576956772106
123,1,100,4,xgboost_naive_transfer,0.01,2,1.6398590861322286,1.289651702955104,1.7079923007110631,1.350380636494851
124,1,100,4,xgboost,0.01,3,2.2233555465723334,1.7794160277616122,2.29215243779715,1.830687934469017
125,1,100,4,xgboost_naive_transfer,0.01,3,1.6316472010489893,1.279214513100774,1.6870892046023536,1.3306102585534618
126,1,100,4,xgboost,0.01,4,2.438696034693717,1.9305717686998678,2.372556666562644,1.8949812684028
127,1,100,4,xgboost_naive_transfer,0.01,4,1.6842774860578265,1.3153434468418104,1.7253432295526392,1.3493161258712039
128,1,100,4,xgboost,0.02,1,1.9493533218495427,1.5545124354185702,2.05078804636983,1.615607345080961
129,1,100,4,xgboost_naive_transfer,0.02,1,4.0214598703502675,3.2500083309947123,4.279175250923765,3.4939492542566586
130,1,100,4,xgboost,0.02,2,2.0358238919420075,1.6280509686647904,2.048555626047101,1.6334103338721133
131,1,100,4,xgboost_naive_transfer,0.02,2,1.5361838072171892,1.2096862774632466,1.593365614847987,1.2626935568839233
132,1,100,4,xgboost,0.02,3,2.1737702500159872,1.7428360955356104,2.238408285236944,1.7955936727792383
133,1,100,4,xgboost_naive_transfer,0.02,3,1.6443541958714738,1.2855497350884555,1.705008019240453,1.3432883035158247
134,1,100,4,xgboost,0.02,4,2.359724050613225,1.8834351958457427,2.314747767663337,1.856662293921206
135,1,100,4,xgboost_naive_transfer,0.02,4,1.674293219834329,1.3106234809019128,1.7012447682232408,1.328068108431317
136,1,100,4,xgboost,0.05,1,1.9122798231900016,1.5272558381665495,2.0206412905824274,1.5858437861672119
137,1,100,4,xgboost_naive_transfer,0.05,1,4.0156858179319945,3.241520518798207,4.277892161916181,3.49277487521291
138,1,100,4,xgboost,0.05,2,2.026884138595622,1.6197576631160782,2.0565240260052478,1.6394571278683912
139,1,100,4,xgboost_naive_transfer,0.05,2,1.5525213492265035,1.2222083368803074,1.6134817227423608,1.2731113055835737
140,1,100,4,xgboost,0.05,3,2.189023129023514,1.7550286079702195,2.2365374604238895,1.7866748028064072
141,1,100,4,xgboost_naive_transfer,0.05,3,1.6211606195975132,1.2615958919878092,1.6571984525802004,1.3075763703276566
142,1,100,4,xgboost,0.05,4,2.368627994430958,1.8919029756253312,2.3327028161321026,1.8593786069770821
143,1,100,4,xgboost_naive_transfer,0.05,4,1.6874209029607963,1.3219355844247114,1.727576726621713,1.3424360864331175
144,1,100,4,xgboost,0.1,1,1.9201231438867106,1.5293836875925595,2.0277993174936046,1.5982809783699363
145,1,100,4,xgboost_naive_transfer,0.1,1,1.5847851365455992,1.249397950566442,1.6645898837292572,1.3262281884933065
146,1,100,4,xgboost,0.1,2,2.028753990084244,1.6148934743168015,2.0555004059857533,1.6366485442546386
147,1,100,4,xgboost_naive_transfer,0.1,2,1.4967409478206102,1.1682852945775837,1.5696674095241465,1.2359494948173044
148,1,100,4,xgboost,0.1,3,2.1508742776273246,1.733897297443894,2.1768625545393925,1.7450604431374306
149,1,100,4,xgboost_naive_transfer,0.1,3,1.6971675077584436,1.3223240164555368,1.7499633353974724,1.38548227083434
150,1,100,4,xgboost,0.1,4,2.3795701401155673,1.905227393094437,2.3212263410285,1.8597336953680774
151,1,100,4,xgboost_naive_transfer,0.1,4,1.6617314791723559,1.3086228022028954,1.7470398023074691,1.353465998057759
152,1,100,4,xgboost,0.15,1,1.9185757496491793,1.5325114959032116,2.0338001664254968,1.5958476516661033
153,1,100,4,xgboost_naive_transfer,0.15,1,1.538198333535952,1.2085636927333214,1.6223392940410786,1.2908023032788127
154,1,100,4,xgboost,0.15,2,1.9974364533270221,1.5873969772679652,2.037646835522125,1.6249438583570617
155,1,100,4,xgboost_naive_transfer,0.15,2,1.3868742806165444,1.0934088408813198,1.428561359447674,1.1425570964384346
156,1,100,4,xgboost,0.15,3,2.2266941432561063,1.784646573860417,2.261724202020209,1.8179253904031303
157,1,100,4,xgboost_naive_transfer,0.15,3,1.5896813263380514,1.251217390065287,1.6413182938220607,1.315002302096487
158,1,100,4,xgboost,0.15,4,2.391437069144718,1.9103707929842475,2.346089668098697,1.8751507146990334
159,1,100,4,xgboost_naive_transfer,0.15,4,1.6949575521798506,1.3411167886446387,1.7165714221369968,1.3472703774665769
160,1,100,5,xgboost,0.01,1,1.9936595704735247,1.5896548989838666,2.089807118001639,1.6518055334258424
161,1,100,5,xgboost_naive_transfer,0.01,1,4.088036768293166,3.302169514875255,4.348857957025041,3.5507681878060278
162,1,100,5,xgboost,0.01,2,2.0368875376192004,1.6290276567194817,2.053624143430989,1.6383576956772106
163,1,100,5,xgboost_naive_transfer,0.01,2,4.077470610021002,3.2937369214403653,4.337914701898802,3.5406362405198144
164,1,100,5,xgboost,0.01,3,2.2233555465723334,1.7794160277616122,2.29215243779715,1.830687934469017
165,1,100,5,xgboost_naive_transfer,0.01,3,1.6782207130556444,1.3185184211899594,1.721722539370313,1.352801093227642
166,1,100,5,xgboost,0.01,4,2.438696034693717,1.9305717686998678,2.372556666562644,1.8949812684028
167,1,100,5,xgboost_naive_transfer,0.01,4,1.7786905795721488,1.3894871577761814,1.7733647411221432,1.3876090107176515
168,1,100,5,xgboost,0.02,1,1.9493533218495427,1.5545124354185702,2.05078804636983,1.615607345080961
169,1,100,5,xgboost_naive_transfer,0.02,1,4.114308380483485,3.322037341757926,4.376115644835597,3.5725343336366624
170,1,100,5,xgboost,0.02,2,2.0358238919420075,1.6280509686647904,2.048555626047101,1.6334103338721133
171,1,100,5,xgboost_naive_transfer,0.02,2,4.078641002681974,3.2917785112380566,4.3402118003682935,3.5411625374846745
172,1,100,5,xgboost,0.02,3,2.1737702500159872,1.7428360955356104,2.238408285236944,1.7955936727792383
173,1,100,5,xgboost_naive_transfer,0.02,3,1.68870771238026,1.3256846536951497,1.7334225207481564,1.358602907021317
174,1,100,5,xgboost,0.02,4,2.359724050613225,1.8834351958457427,2.314747767663337,1.856662293921206
175,1,100,5,xgboost_naive_transfer,0.02,4,1.7392589285134756,1.36177253301983,1.7491642658409012,1.3705277373499554
176,1,100,5,xgboost,0.05,1,1.9122798231900016,1.5272558381665495,2.0206412905824274,1.5858437861672119
177,1,100,5,xgboost_naive_transfer,0.05,1,4.195830066753216,3.38317130745355,4.4596604959822175,3.638081243848271
178,1,100,5,xgboost,0.05,2,2.026884138595622,1.6197576631160782,2.0565240260052478,1.6394571278683912
179,1,100,5,xgboost_naive_transfer,0.05,2,4.1250427179378555,3.3207483328984972,4.388048635622946,3.576929321617812
180,1,100,5,xgboost,0.05,3,2.189023129023514,1.7550286079702195,2.2365374604238895,1.7866748028064072
181,1,100,5,xgboost_naive_transfer,0.05,3,1.691051436956505,1.3276948626383758,1.7629377083625721,1.382082926436176
182,1,100,5,xgboost,0.05,4,2.368627994430958,1.8919029756253312,2.3327028161321026,1.8593786069770821
183,1,100,5,xgboost_naive_transfer,0.05,4,1.7759253681908556,1.3995217666057336,1.7794697022533619,1.3919746313103625
184,1,100,5,xgboost,0.1,1,1.9201231438867106,1.5293836875925595,2.0277993174936046,1.5982809783699363
185,1,100,5,xgboost_naive_transfer,0.1,1,4.16803624583339,3.3528573354538627,4.432009038382753,3.613166447796849
186,1,100,5,xgboost,0.1,2,2.028753990084244,1.6148934743168015,2.0555004059857533,1.6366485442546386
187,1,100,5,xgboost_naive_transfer,0.1,2,1.5753913285362098,1.2432358547256497,1.601637460188566,1.2761158201273037
188,1,100,5,xgboost,0.1,3,2.1508742776273246,1.733897297443894,2.1768625545393925,1.7450604431374306
189,1,100,5,xgboost_naive_transfer,0.1,3,1.6580286334006582,1.3036245735709822,1.712588372393575,1.3396728451529174
190,1,100,5,xgboost,0.1,4,2.3795701401155673,1.905227393094437,2.3212263410285,1.8597336953680774
191,1,100,5,xgboost_naive_transfer,0.1,4,1.7650106569516706,1.3872585696641737,1.7730791331449451,1.3805364708898487
192,1,100,5,xgboost,0.15,1,1.9185757496491793,1.5325114959032116,2.0338001664254968,1.5958476516661033
193,1,100,5,xgboost_naive_transfer,0.15,1,1.6061816934119137,1.274651091918649,1.657388545543314,1.3310222656892623
194,1,100,5,xgboost,0.15,2,1.9974364533270221,1.5873969772679652,2.037646835522125,1.6249438583570617
195,1,100,5,xgboost_naive_transfer,0.15,2,1.5622892506271684,1.2257946727067532,1.5872658345533865,1.2617667003334123
196,1,100,5,xgboost,0.15,3,2.2266941432561063,1.784646573860417,2.261724202020209,1.8179253904031303
197,1,100,5,xgboost_naive_transfer,0.15,3,1.6518129950863087,1.2990590183975506,1.6951876234840584,1.3242210025243433
198,1,100,5,xgboost,0.15,4,2.391437069144718,1.9103707929842475,2.346089668098697,1.8751507146990334
199,1,100,5,xgboost_naive_transfer,0.15,4,1.7720734669666063,1.3997822592654683,1.771590733011081,1.3953611151990517
200,1,100,6,xgboost,0.01,1,1.9936595704735247,1.5896548989838666,2.089807118001639,1.6518055334258424
201,1,100,6,xgboost_naive_transfer,0.01,1,4.240301804856066,3.4173936340701094,4.504783494526127,3.6747628253245153
202,1,100,6,xgboost,0.01,2,2.0368875376192004,1.6290276567194817,2.053624143430989,1.6383576956772106
203,1,100,6,xgboost_naive_transfer,0.01,2,4.25458645668298,3.4288689260307734,4.519378019514313,3.6870272523833125
204,1,100,6,xgboost,0.01,3,2.2233555465723334,1.7794160277616122,2.29215243779715,1.830687934469017
205,1,100,6,xgboost_naive_transfer,0.01,3,1.7291801596464886,1.3761063410733745,1.7302366373203646,1.3690578939151175
206,1,100,6,xgboost,0.01,4,2.438696034693717,1.9305717686998678,2.372556666562644,1.8949812684028
207,1,100,6,xgboost_naive_transfer,0.01,4,1.7959063423696842,1.41972911173092,1.753830106999008,1.3880553030313485
208,1,100,6,xgboost,0.02,1,1.9493533218495427,1.5545124354185702,2.05078804636983,1.615607345080961
209,1,100,6,xgboost_naive_transfer,0.02,1,4.2800487780763286,3.448539122682252,4.544923432289388,3.707581430771772
210,1,100,6,xgboost,0.02,2,2.0358238919420075,1.6280509686647904,2.048555626047101,1.6334103338721133
211,1,100,6,xgboost_naive_transfer,0.02,2,4.300441104045045,3.4656873173119065,4.5660302050588575,3.725384964753287
212,1,100,6,xgboost,0.02,3,2.1737702500159872,1.7428360955356104,2.238408285236944,1.7955936727792383
213,1,100,6,xgboost_naive_transfer,0.02,3,1.7368189157305867,1.3764236431285883,1.7382134961821334,1.3737264205132824
214,1,100,6,xgboost,0.02,4,2.359724050613225,1.8834351958457427,2.314747767663337,1.856662293921206
215,1,100,6,xgboost_naive_transfer,0.02,4,1.7909856373885078,1.4188051803291415,1.7406738167812483,1.3746761251604047
216,1,100,6,xgboost,0.05,1,1.9122798231900016,1.5272558381665495,2.0206412905824274,1.5858437861672119
217,1,100,6,xgboost_naive_transfer,0.05,1,4.397848957935159,3.5406129457683293,4.663141641270574,3.803278517209783
218,1,100,6,xgboost,0.05,2,2.026884138595622,1.6197576631160782,2.0565240260052478,1.6394571278683912
219,1,100,6,xgboost_naive_transfer,0.05,2,1.6461879964249326,1.2954916091449433,1.6344885030899605,1.280276499414817
220,1,100,6,xgboost,0.05,3,2.189023129023514,1.7550286079702195,2.2365374604238895,1.7866748028064072
221,1,100,6,xgboost_naive_transfer,0.05,3,1.6939656712032847,1.339778600181778,1.7066667506037412,1.3466360322281752
222,1,100,6,xgboost,0.05,4,2.368627994430958,1.8919029756253312,2.3327028161321026,1.8593786069770821
223,1,100,6,xgboost_naive_transfer,0.05,4,1.7847117939538115,1.40698812281697,1.7411167587488183,1.371634139915931
224,1,100,6,xgboost,0.1,1,1.9201231438867106,1.5293836875925595,2.0277993174936046,1.5982809783699363
225,1,100,6,xgboost_naive_transfer,0.1,1,4.518302943851105,3.636071493185045,4.778547416329102,3.9004886108434205
226,1,100,6,xgboost,0.1,2,2.028753990084244,1.6148934743168015,2.0555004059857533,1.6366485442546386
227,1,100,6,xgboost_naive_transfer,0.1,2,1.6694436318996728,1.3177364358570238,1.6459597012309413,1.2945958381915257
228,1,100,6,xgboost,0.1,3,2.1508742776273246,1.733897297443894,2.1768625545393925,1.7450604431374306
229,1,100,6,xgboost_naive_transfer,0.1,3,1.6946248313109922,1.329820851025791,1.6756885795058005,1.33166592860593
230,1,100,6,xgboost,0.1,4,2.3795701401155673,1.905227393094437,2.3212263410285,1.8597336953680774
231,1,100,6,xgboost_naive_transfer,0.1,4,1.7851969994659267,1.4166531743941293,1.7824511525474898,1.407794946189139
232,1,100,6,xgboost,0.15,1,1.9185757496491793,1.5325114959032116,2.0338001664254968,1.5958476516661033
233,1,100,6,xgboost_naive_transfer,0.15,1,4.626025307711662,3.725604925570852,4.883024248127651,3.9874835145359935
234,1,100,6,xgboost,0.15,2,1.9974364533270221,1.5873969772679652,2.037646835522125,1.6249438583570617
235,1,100,6,xgboost_naive_transfer,0.15,2,1.654900969685778,1.3140385039398352,1.5992277434688826,1.2462536937206823
236,1,100,6,xgboost,0.15,3,2.2266941432561063,1.784646573860417,2.261724202020209,1.8179253904031303
237,1,100,6,xgboost_naive_transfer,0.15,3,1.7522248931844973,1.4062449087986002,1.7618535179310453,1.399467182899963
238,1,100,6,xgboost,0.15,4,2.391437069144718,1.9103707929842475,2.346089668098697,1.8751507146990334
239,1,100,6,xgboost_naive_transfer,0.15,4,1.8360830565970037,1.4565279498967776,1.8178126213901884,1.427048344530354
240,1,100,7,xgboost,0.01,1,1.9936595704735247,1.5896548989838666,2.089807118001639,1.6518055334258424
241,1,100,7,xgboost_naive_transfer,0.01,1,4.510246928263544,3.6300065489738187,4.7752349352687125,3.8954420971880173
